match_id,radiant_win,start_time,duration,leagueid,radiant_score,dire_score,radiant_team_id,radiant_team_name,dire_team_id,dire_team_name,series_id,series_type
8565032937,True,1763474831,3571,18920,31,21,8261500,,7554697,,1037104.0,1.0
8564999206,True,1763473718,2379,18920,37,16,2586976,,9303484,,1037044.0,1.0
8564902816,False,1763470216,2684,18920,21,32,9640842,,8291895,,1037040.0,1.0
8564890979,False,1763469793,2274,18920,14,34,9303484,,2586976,,1037044.0,1.0
8564803818,False,1763466025,1859,18920,5,16,2586976,,9303484,,1037044.0,1.0
8564790199,False,1763465486,2948,18920,16,22,9640842,,8291895,,1037040.0,1.0
8564717509,True,1763461224,2330,18920,30,5,9964962,,9351740,,1037021.0,1.0
8564700209,True,1763460108,3994,18920,43,25,9338413,,36,,1037020.0,1.0
8564653658,True,1763456764,1758,18920,29,10,9338413,,36,,1037020.0,1.0
8564647553,False,1763456343,3275,18920,23,25,9964962,,9351740,,1037021.0,1.0
8564599835,False,1763452989,1691,18920,10,20,9351740,,9964962,,1037021.0,1.0
8564599807,False,1763452813,2353,18920,16,22,9338413,,36,,1037020.0,1.0
8563854851,False,1763400246,1850,18920,13,41,9928403,,7554697,,1036827.0,1.0
8563765883,False,1763396823,1280,18920,5,37,2586976,,2163,,1036811.0,1.0
8563753696,False,1763396260,2188,18920,8,41,9928403,,7554697,,1036827.0,1.0
8563649022,False,1763392627,2134,18920,9,29,9885310,,9351740,,1036777.0,1.0
8563648513,True,1763392638,2225,18920,31,10,2163,,2586976,,1036811.0,1.0
8563567049,True,1763389804,1507,18920,40,9,9885310,,9351740,,1036777.0,1.0
8563511304,True,1763388030,2568,18920,31,27,7119388,,8255888,,1036756.0,1.0
8563461204,True,1763386143,2324,18920,36,19,9351740,,9885310,,1036777.0,1.0
8563390941,True,1763383624,2658,18920,34,11,7119388,,8255888,,1036756.0,1.0
8563350554,False,1763381938,2409,18920,22,20,9964962,,36,,1036725.0,1.0
8563281917,True,1763378949,2415,18920,39,15,9303484,,8291895,,1036716.0,1.0
8563268789,False,1763378168,2017,18920,12,21,9964962,,36,,1036725.0,1.0
8563210674,True,1763374920,2181,18920,40,13,9303484,,8291895,,1036716.0,1.0
8563191677,False,1763373599,2747,18920,31,37,8261500,,9338413,,1036703.0,1.0
8563147439,False,1763370216,1802,18920,19,33,8261500,,9338413,,1036703.0,1.0
8563144244,True,1763370390,1920,18920,26,11,9572001,,9640842,,1036704.0,1.0
8563095458,True,1763366424,2085,18920,23,10,9572001,,9640842,,1036704.0,1.0
8563095438,True,1763366503,2055,18920,25,6,8261500,,9338413,,1036703.0,1.0
8562561579,True,1763324012,2158,18920,28,12,2586976,,8291895,,1036491.0,1.0
8562458587,False,1763319803,2284,18920,19,31,2586976,,8291895,,1036491.0,1.0
8562314380,True,1763314366,3512,18920,47,16,2586976,,8291895,,1036491.0,1.0
8562189069,True,1763309861,2698,18920,37,12,9964962,,7554697,,1036420.0,1.0
8562149011,True,1763308725,3812,18920,32,20,8255888,,36,,1036417.0,1.0
8562039870,True,1763305262,2918,18920,32,15,9964962,,7554697,,1036420.0,1.0
8562031459,True,1763304970,2196,18920,23,13,8255888,,36,,1036417.0,1.0
8561894402,True,1763301011,2400,18920,32,24,9303484,,9885310,,1036346.0,1.0
8561865161,False,1763300111,2805,18920,30,53,9338413,,7119388,,1036285.0,1.0
8561770671,False,1763297350,1858,18920,11,29,9885310,,9303484,,1036346.0,1.0
8561739800,False,1763296295,1992,18920,10,36,9338413,,7119388,,1036285.0,1.0
8561629941,False,1763292433,3086,18920,18,24,9351740,,9640842,,1036255.0,1.0
8561623439,True,1763292258,2238,18920,34,16,9338413,,7119388,,1036285.0,1.0
8561521952,True,1763288168,2778,18920,31,22,9640842,,9351740,,1036255.0,1.0
8561497040,False,1763287098,3086,18920,10,39,8261500,,2163,,1036200.0,1.0
8561445240,True,1763284746,1469,18920,26,11,9572001,,9928403,,1036199.0,1.0
8561413841,False,1763283301,2115,18920,13,40,2163,,8261500,,1036200.0,1.0
8561344949,True,1763280077,1507,18920,30,5,2163,,8261500,,1036200.0,1.0
8561344901,True,1763280032,2959,18920,39,22,9572001,,9928403,,1036199.0,1.0
8560525197,True,1763233046,1831,18920,27,10,8291895,,7554697,,1035992.0,1.0
8560413451,False,1763229184,2007,18920,8,25,7554697,,8291895,,1035992.0,1.0
8560307167,False,1763225655,1707,18920,15,36,9351740,,7119388,,1035897.0,1.0
8560217159,False,1763222709,1180,18920,7,25,9351740,,7119388,,1035897.0,1.0
8560168584,False,1763221243,2364,18920,20,24,9303484,,36,,1035901.0,1.0
8560020571,False,1763216976,2580,18920,12,26,9303484,,36,,1035901.0,1.0
8560015897,True,1763217160,3592,18920,35,15,9351740,,7119388,,1035897.0,1.0
8559906209,True,1763213169,1645,18920,28,5,8255888,,9640842,,1035800.0,1.0
8559865390,True,1763211848,3064,18920,28,22,8261500,,9928403,,1035763.0,1.0
8559761804,False,1763208190,1792,18920,7,22,9640842,,8255888,,1035800.0,1.0
8559752687,True,1763207683,2605,18920,36,22,8261500,,9928403,,1035763.0,1.0
8559668848,False,1763204502,1894,18920,7,26,9964962,,2163,,1035741.0,1.0
8559667418,False,1763204549,1710,18920,4,17,8261500,,9928403,,1035763.0,1.0
8559581280,False,1763200600,2102,18920,7,28,9964962,,2163,,1035741.0,1.0
8559540162,False,1763198393,4282,18920,35,40,9572001,,2586976,,1035696.0,1.0
8559508113,True,1763197029,1579,18920,23,7,9338413,,9885310,,1035697.0,1.0
8559446465,False,1763193634,1636,18920,8,37,9885310,,9338413,,1035697.0,1.0
8559446424,True,1763193701,2940,18920,41,25,2586976,,9572001,,1035696.0,1.0
8550292837,True,1762690759,3399,17419,28,29,8291895,,9247354,,1033265.0,2.0
8550149598,True,1762685714,2781,17419,26,28,8291895,,9247354,,1033265.0,2.0
8550072085,True,1762681145,1604,17419,23,2,9247354,,8291895,,1033265.0,2.0
8549982041,True,1762676590,2367,17419,40,20,8291895,,9247354,,1033265.0,2.0
8549890849,True,1762671704,2323,17419,31,9,9247354,,8291895,,1033265.0,2.0
8548606633,False,1762606032,2561,17419,12,37,9303484,,9247354,,1032843.0,1.0
8548474254,False,1762601214,2717,17419,8,29,9303484,,9247354,,1032843.0,1.0
8548375305,False,1762594629,2271,17419,22,32,9338413,,8291895,,1032762.0,1.0
8548286989,False,1762590052,2464,17419,14,48,9338413,,8291895,,1032762.0,1.0
8548193692,True,1762585268,2213,17419,24,12,9338413,,8291895,,1032762.0,1.0
8547022523,True,1762520179,2312,17419,23,19,9303484,,9467224,,1032436.0,1.0
8546927307,True,1762515793,1995,17419,31,4,9303484,,9467224,,1032436.0,1.0
8546822765,True,1762508174,3267,17419,43,24,9338413,,7119388,,1032405.0,1.0
8546764667,False,1762503852,1869,17419,18,43,9338413,,7119388,,1032405.0,1.0
8546708485,True,1762498761,2861,17419,38,48,9338413,,7119388,,1032405.0,1.0
8519475558,False,1760903307,1889,17419,4,25,8255888,,7119388,,1025165.0,1.0
8519360897,True,1760898631,2895,17419,36,18,8255888,,7119388,,1025165.0,1.0
