match_id,throw,comeback,loss,first_blood_time,patch
8527314625,,30.0,,129,58
8527277198,,310.0,,76,58
8527206687,,7.0,,112,58
8527204055,1047.0,,25652.0,279,58
8526600683,2100.0,,18734.0,271,58
8526490218,730.0,,25399.0,245,58
8526490115,,0.0,,90,58
8526395799,,0.0,,289,58
8526364023,,3125.0,,175,58
8526287192,,0.0,,17,58
8526253311,,670.0,,124,58
8526162093,915.0,,15741.0,4,58
8526077489,,0.0,,68,58
8526048356,,13.0,,150,58
8525964685,845.0,,25978.0,178,58
8525923442,108.0,,24060.0,225,58
8525841888,4261.0,,19233.0,313,58
8525837322,,1407.0,,185,58
8525767585,119.0,,20891.0,3,58
8525750149,1196.0,,31943.0,104,58
8525701054,330.0,,23622.0,222,58
8525675271,,5693.0,,167,58
8525624245,19054.0,,3216.0,161,58
8525624195,12.0,,25286.0,409,58
8525176208,0.0,,25722.0,173,58
8525092804,,6142.0,,290,58
8525084966,,369.0,,381,58
8524964454,2507.0,,30165.0,261,58
8524945673,0.0,,35386.0,3,58
8524864184,,1836.0,,281,58
8524839031,,939.0,,2,58
8524739657,,11.0,,99,58
8524727225,,3424.0,,332,58
8524635400,1926.0,,16058.0,63,58
8524582731,,599.0,,293,58
8524526299,,-837.0,,0,58
8524466226,7784.0,,16052.0,3,58
8524424099,2243.0,,21177.0,9,58
8524359859,1231.0,,20741.0,76,58
8524344903,-100.0,,22864.0,245,58
8524282610,,6206.0,,0,58
8524279497,,696.0,,200,58
8524227494,,5603.0,,67,58
8524223314,,2098.0,,319,58
8692761931,0.0,,24346.0,14,59
8692691067,,0.0,,6,59
8692497249,,1573.0,,10,59
8692381181,,2016.0,,26,59
8691428241,510.0,,27890.0,32,59
8691341665,,6429.0,,37,59
8691221504,3188.0,,27838.0,120,59
8691152810,,708.0,,11,59
8691060575,0.0,,23217.0,189,59
8690871387,172.0,,24610.0,17,59
8690770904,,2735.0,,180,59
8690685211,271.0,,13483.0,146,59
8690043972,3932.0,,15537.0,260,59
8689976673,988.0,,20203.0,10,59
8689898665,,5266.0,,257,59
8689821393,,1084.0,,0,59
8689716934,,287.0,,181,59
8689610128,222.0,,24566.0,191,59
8689505222,773.0,,17211.0,68,59
8689410743,,0.0,,145,59
8689312274,,4089.0,,156,59
8683333901,4398.0,,11535.0,9,59
8683239884,,0.0,,222,59
8683127512,,1258.0,,151,59
8682972538,,739.0,,97,59
8681759092,0.0,,17992.0,313,59
8681659188,,3736.0,,503,59
8681524068,,84.0,,223,59
8681420176,,507.0,,114,59
8680386178,,1087.0,,430,59
8680299422,,0.0,,4,59
8680195641,,0.0,,145,59
8680063852,,5058.0,,40,59
8679911370,2419.0,,23647.0,16,59
8679156367,,6282.0,,4,59
8679084070,4781.0,,8660.0,8,59
8679080712,,455.0,,108,59
8679012467,166.0,,22167.0,59,59
8678990124,,0.0,,60,59
8678941086,786.0,,18567.0,75,59
8678917696,,-388.0,,0,59
8678833793,,5991.0,,315,59
8678799687,155.0,,32600.0,74,59
8678737586,1821.0,,12949.0,237,59
8678680298,245.0,,22926.0,72,59
8678634168,,5802.0,,155,59
8678580370,0.0,,17694.0,132,59
8678549217,,0.0,,202,59
8678479418,,3275.0,,87,59
8678464003,1113.0,,13509.0,317,59
8678410902,,4155.0,,189,59
8678406332,100.0,,16868.0,81,59
8678359390,93.0,,20447.0,66,59
8678352653,,780.0,,0,59
8678303787,,9888.0,,261,59
8678301907,,2581.0,,0,59
8677905488,152.0,,27001.0,67,59
8677862485,,10519.0,,235,59
8677839869,,15581.0,,0,59
8677811159,0.0,,13310.0,150,59
8677761527,,1374.0,,220,59
8677741097,,383.0,,201,59
8677673569,4436.0,,14318.0,122,59
8677667228,,4938.0,,484,59
8677590159,,0.0,,260,59
8677589717,,1212.0,,57,59
8677505029,,64.0,,230,59
8677493033,801.0,,20001.0,148,59
8677394706,,2133.0,,112,59
8677377717,,15865.0,,93,59
8677298233,3401.0,,21426.0,117,59
8677265480,,0.0,,199,59
8677212065,4920.0,,32524.0,233,59
8677172021,1192.0,,27041.0,31,59
8677094950,,1460.0,,48,59
8677092883,12155.0,,10978.0,245,59
8677045357,,1964.0,,341,59
8677045158,,1362.0,,0,59
8676614175,1282.0,,18104.0,87,59
8676606186,,1705.0,,121,59
8676532526,,17551.0,,62,59
8676531668,,5998.0,,282,59
8676474878,0.0,,12792.0,139,59
8676439835,937.0,,20190.0,53,59
8676399865,,137.0,,63,59
8676333293,,1074.0,,0,59
8676297509,,21195.0,,81,59
8676235420,,4768.0,,77,59
8676214148,403.0,,20330.0,0,59
8676144334,2410.0,,27424.0,93,59
8676133151,0.0,,27304.0,133,59
8676043517,,3934.0,,0,59
8676004943,3045.0,,5878.0,149,59
8675957583,,0.0,,210,59
8675934481,,816.0,,86,59
8675882674,,1214.0,,0,59
8675848583,,-100.0,,44,59
8675821146,2131.0,,18243.0,102,59
8675768384,931.0,,24817.0,248,59
8675766030,2733.0,,8819.0,219,59
